"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"2984","Vandenberg Village, CA","CA","West Coast",34.71174,-120.4619329,295.569324354839,-0.182,-0.12,-0.964822376409168,-0.180148821345006,-0.544285150499148,0.109423497153087,-0.517494817943961,4,1,1,4,"Medium","Moderate"
"2985","Varnamtown, NC","NC","Southeast",33.9458484,-78.2326938,43.3969195833333,-0.182,-0.12,0.131674631329346,-0.867752061769956,-0.332211665128378,0.055673035846649,1.2383985860967,1,2,1,2,"Low","Low"
"2986","Vashon, WA","WA","West Coast",47.4111909,-122.4551051,144.8893,-0.175,-0.119,-1.03738234017696,-0.929979165682226,-0.806002441377334,-0.144819874623177,-0.0970133056040991,2,1,1,2,"Low","Low"
"2987","Veneta, OR","OR","West Coast",44.0471499,-123.3513355,198.684995,-0.182,-0.12,0.772127738978732,-0.066761254930808,1.24882043416137,-0.37450192883261,0.801418998383914,2,2,1,4,"Medium","Moderate"
"2988","Venice Gardens, FL","FL","Southeast",27.0722554,-82.4089428,120.687971896552,-0.182,-0.12,-0.534219224332984,-0.767564357396502,-0.467902454956841,1.1600806026305,0.486168787584327,1,1,1,1,"Low","Low"
"2989","Venice, FL","FL","Southeast",27.1170081,-82.4152584,121.659173333333,-0.068,-0.115,-0.918983251523345,-1.12917452217281,-0.670175406344572,3.20921267702925,0.762469054483495,1,2,1,2,"Low","Low"
"2990","Ventnor City, NJ","NJ","Northeast",39.3420758,-74.4826495,230.424660322581,-0.182,-0.12,0.508449372781742,0.685302486945304,0.235511684208817,0.432844113815716,-0.114741383821332,2,2,1,4,"Medium","Moderate"
"2991","Vernonia, OR","OR","West Coast",45.8640304,-123.1836324,202.573301,-0.182,-0.12,0.638953793282714,-0.783542709696782,0.261481299236585,0.586469310930706,0.546716275547097,2,2,1,4,"Medium","Moderate"
"2992","Vero Beach South, FL","FL","Southeast",27.6199723,-80.4115033,86.7344679365079,-0.182,-0.12,0.244346277653192,-0.457264189795502,-0.15294231496928,0.811304374654381,0.641849752919537,1,2,1,2,"Low","Low"
"2993","Vero Beach, FL","FL","Southeast",27.6472203,-80.3931364,87.669276969697,0.08,-0.106,0.53764337484183,-0.674677841316483,0.134594129879297,1.09880524412243,0.628802989824233,1,2,1,2,"Low","Low"
"2994","Verona Island, ME","ME","Northeast",44.5355356,-68.780694,295.49085,-0.182,-0.12,-0.00324394868580771,-1.02406514926745,0.326266927138243,-0.202057523045828,0.741232525901625,4,1,1,4,"Medium","Moderate"
"2995","Verona Walk, FL","FL","Southeast",26.0847463,-81.6823037,119.635696111111,-0.182,-0.12,-0.164593625426243,-1.05115355592907,0.499095456214566,3.54617895596652,-0.21217275756548,1,3,1,3,"Low","Moderate"
"2996","Verona, NJ","NJ","Northeast",40.8340073,-74.2428767,272.553210555556,-0.182,-0.12,-0.968579277742693,-0.438408454807946,-1.02030497535973,-0.562957395542822,-0.982269852681123,4,1,1,4,"Medium","Moderate"
"2997","Verplanck, NY","NY","Northeast",41.2562581,-73.9591771,305.668902142857,-0.182,-0.12,0.262303299772269,0.478337540187215,-0.833590549380654,-1.11183285876057,-0.346708780202967,4,1,1,4,"Medium","Moderate"
"2998","Vidor, TX","TX","Southeast",30.1281394,-93.9917327,123.920271166667,-0.178,-0.119,0.260234274955242,-0.589405368976659,0.842312461386659,0.131480518748361,1.12787169951709,1,2,1,2,"Low","Low"
"2999","Viera East, FL","FL","Southeast",28.2622531,-80.7146527,84.2957948333333,-0.182,-0.12,-0.664557316751945,-0.555720912365141,-0.882784412514429,1.20500724234825,0.020335688799364,1,1,1,1,"Low","Low"
"3000","Viera West, FL","FL","Southeast",28.2450342,-80.7338088,84.2957948333333,-0.182,-0.12,-1.05226126482132,-0.211112151831329,-1.13355515448004,0.742863962846807,-0.256718391558032,1,1,1,1,"Low","Low"
"3001","View Park-Windsor Hills, CA","CA","West Coast",33.9944725,-118.3477617,282.239955909091,-0.182,-0.12,-0.146103840012182,0.675489803464837,-0.246431070386729,-0.290114906058449,-0.624728210548658,4,1,1,4,"Medium","Moderate"
"3002","Villa Park, CA","CA","West Coast",33.8180671,-117.8102948,275.268217631579,-0.182,-0.12,-0.817969374504211,-0.378110472698719,-0.738883946163037,1.11064169768205,-3.17159308860067,4,1,1,4,"Medium","Moderate"
"3003","Village Of The Branch, NY","NY","Northeast",40.853368,-73.18223,266.990832407407,-0.182,-0.12,-1.30092988757177,-0.71815271373004,-1.06903519223839,-0.0183870115766852,-1.93365901141542,3,1,1,3,"Low","Moderate"
"3004","Villano Beach, FL","FL","Southeast",29.9303457,-81.301077,66.553625,-0.182,-0.12,-0.300536864713508,-1.21912162280728,-0.988237617149333,0.123233597225904,-0.672923645462981,1,1,1,1,"Low","Low"
"3005","Villas, FL","FL","Southeast",26.5505198,-81.8678015,119.6033935,-0.182,-0.12,-0.247093177883471,-0.401491440813293,-0.126105058922278,0.0382874397474771,0.633558798898131,1,1,1,1,"Low","Low"
"3006","Vinalhaven, ME","ME","Northeast",44.0216011,-68.7934792,354.970479393939,2.645,2.631,-0.784421793470613,-1.28578962082574,-0.756800526206779,0.0361033428441125,0.831750620575603,4,1,4,16,"High","High"
"3007","Vine Hill, CA","CA","West Coast",38.0071172,-122.0872982,246.080589285714,-0.182,-0.12,1.07085759486696,0.887913837812724,0.387721351359971,0.494165977779138,-0.175554495732603,3,3,1,9,"High","High"
"3008","Vineland, NJ","NJ","Northeast",39.4650072,-74.9971151,240.639355,-0.132,-0.119,0.764041482440174,0.745847798716167,0.619498770356571,0.109222481717108,0.390626774159018,2,3,1,6,"Medium-high","Moderate"
"3009","Vineyards, FL","FL","Southeast",26.2304101,-81.7278514,118.889678,-0.182,-0.12,-0.970971263038496,-1.10804722863758,-1.02890952813292,2.5839750168788,-0.593045620119292,1,1,1,1,"Low","Low"
"3010","Violet, LA","LA","Southeast",29.8967436,-89.8928806,108.310477647059,0.342,-0.021,1.50780834421198,0.482462276189118,1.05744720604577,0.0345676414418403,0.438812347022097,1,3,2,6,"Medium-high","Moderate"
"3011","Virginia Beach, VA","VA","Northeast",36.7793496,-76.0236849,147.8854272,0.344,-0.119,-0.243852720207378,-0.0113259217467845,-0.440000574749095,-0.913913581076314,-0.235771610927562,2,1,2,4,"Medium","Moderate"
"3012","Virginia Gardens, FL","FL","Southeast",25.8095128,-80.2974837,105.652806428571,-0.182,-0.12,0.780202571359583,2.32796065021162,0.857046932703729,-0.789675560053113,0.514098424772376,1,3,1,3,"Low","Moderate"
"3013","Vista, CA","CA","West Coast",33.1895407,-117.2386078,301.36430875,-0.182,-0.12,-0.0242049343677298,1.08616886116758,0.360045404211727,-0.429592346477549,-0.164691804447576,4,2,1,8,"High","High"
"3014","Voluntown, CT","CT","Northeast",41.5791925,-71.8312276,225.823945714286,-0.182,-0.12,-0.305529218531982,-1.17410446926284,-0.426378987058455,-0.661327048579876,0.0527337896713651,2,1,1,2,"Low","Low"
"3015","Voorhees, NJ","NJ","Northeast",39.8485387,-74.9534979,250.565664,-0.182,-0.12,-0.642550175252147,0.101903780887737,-0.645193905742854,0.078092239104432,-0.574699107851068,3,1,1,3,"Low","Moderate"
"3016","Wachapreague, VA","VA","Northeast",37.6063084,-75.6896398,183.402582741935,0.038,0.795,-0.937254707462909,-0.999798394435966,-0.232395035839955,1.15695433872685,0.6309709107101,2,1,2,4,"Medium","Moderate"
"3017","Wading River, NY","NY","Northeast",40.9473513,-72.8235613,263.282430689655,-0.182,-0.12,-1.0704528769274,-0.805682652252394,-0.731282725051862,-0.389187688271965,-0.831811376347316,3,1,1,3,"Low","Moderate"
"3018","Waggaman, LA","LA","Southeast",29.937754,-90.2312179,103.649926,-0.182,-0.12,0.681590195572,0.833665200604964,1.00845528602722,-0.239441270588489,0.371683318806644,1,3,1,3,"Low","Moderate"
"3019","Wahiawa, HI","HI","Pacific Islands",21.5011889,-158.0264599,131.184512339744,0.096,-0.114,-0.490865886622207,0.934443879281823,-0.0234030267686137,-0.526082858934455,-0.769180706620649,2,1,1,2,"Low","Low"
"3020","Waialua, HI","HI","Pacific Islands",21.5800225,-158.1234063,128.422093707483,-0.066,-0.112,-0.336168056352147,0.680356471388373,-0.427052889976559,-0.497250524297393,-0.796248589537908,2,1,1,2,"Low","Low"
"3021","Waianae, HI","HI","Pacific Islands",21.4613654,-158.201974,127.804377833333,0.282,-0.112,1.14099639241237,1.08762344222012,1.20899619796251,0.143962180349763,0.128995912390312,2,3,2,12,"High","High"
"3022","Waihee-Waikapu, HI","HI","Pacific Islands",20.9497481,-156.5293984,168.906233823529,-0.014,-0.101,-0.623658182756902,0.500955428196911,-0.919006940272509,-1.27838938483049,-0.265714762811529,2,1,1,2,"Low","Low"
"3023","Wailua-Anahola, HI","HI","Pacific Islands",22.1270048,-159.3440621,120.147652185185,-0.074,-0.113,-0.301859459700417,0.0846772237099035,-0.49698826199139,-0.457901741976595,-0.0837781484631552,1,1,1,1,"Low","Low"
"3024","Wailuku, HI","HI","Pacific Islands",20.8912124,-156.5026548,167.983026960784,0.206,-0.105,-0.0793746955141941,0.842874790614214,-0.0769218435845979,-0.621385581556027,0.0945923630188287,2,2,2,8,"High","High"
"3025","Wainscott, NY","NY","Northeast",40.9581479,-72.2540836,256.278430909091,-0.123,-0.029,-0.179045623953176,0.37721510517113,1.70185299876675,0.435453225609425,-1.25995462969414,3,2,1,6,"Medium-high","Moderate"
"3026","Wainwright, AK","AK","Alaska",70.6582417,-159.9851945,69.5287539285714,-0.182,-0.12,1.59962941235806,1.00622789975096,-0.000833913065079561,-0.925658486550696,1.02432025746018,1,3,1,3,"Low","Moderate"
"3027","Waldo, ME","ME","Northeast",44.4662411,-69.0927916,291.8860775,-0.182,-0.12,-0.158211234835789,-0.864994944319517,1.17894187237581,-0.173750260931651,1.13109216281776,4,2,1,8,"High","High"
"3028","Waldoboro, ME","ME","Northeast",44.077241,-69.3624813,338.6394425,0.119,0.162,0.980430203326009,-0.74824951697925,4.17438721651153,2.57625126410586,1.5360711863644,4,4,2,32,"High","High"
"3029","Waldport, OR","OR","West Coast",44.4183678,-124.0662319,220.2740925,0.136,0.007,-0.0377831548157314,-0.92358010403638,0.123544766580486,1.80294485094929,0.974517165917336,2,2,2,8,"High","High"
"3030","Wales, AK","AK","Alaska",65.6132325,-168.0683133,154.047225454545,-0.182,-0.12,1.29729692594129,1.4545595962655,2.74793104797614,-1.66494020639721,1.96142649353264,2,4,1,8,"High","High"
"3031","Wall/Allenwood/West Belmar, NJ","NJ","Northeast",40.1672995,-74.0960892,249.577954090909,-0.031,-0.114,-0.912227076759944,-0.812578199429267,-0.792386890506422,-0.0867789372037661,-0.758514865131453,3,1,1,3,"Low","Moderate"
"3032","Wallace, NC","NC","Southeast",34.7381277,-77.9907834,48.6722636363636,-0.182,-0.12,0.935526835448555,0.135035250797792,0.434148619156326,0.444392143200114,1.18689633539639,1,3,1,3,"Low","Moderate"
"3033","Wallingford, CT","CT","Northeast",41.4586575,-72.8045163,267.411793846154,-0.182,-0.12,-0.66517484531244,-0.603724492345605,-0.73473780402953,-0.711038797442239,-0.0201968625023031,3,1,1,3,"Low","Moderate"
"3034","Walnut Creek, CA","CA","West Coast",37.902666,-122.040479,246.394871111111,-0.182,-0.12,-0.862951749493579,-0.116864188710227,-0.739517406065955,0.589038727418508,-0.830812898990454,3,1,1,3,"Low","Moderate"
"3035","Walnut Park, CA","CA","West Coast",33.9682323,-118.2219715,280.069516904762,-0.182,-0.12,1.25594872068126,3.05161804346259,1.12505059444979,0.14408954048621,0.392278229247449,4,4,1,16,"High","High"
"3036","Walnut, CA","CA","West Coast",34.0371955,-117.8556059,264.798153846154,-0.182,-0.12,-0.808993191767295,1.81972357928089,-0.494173850421079,-0.145354536003791,-1.4593937899136,3,1,1,3,"Low","Moderate"
"3037","Walpole, MA","MA","Northeast",42.1338598,-71.2402978,262.964157333333,-0.182,-0.12,-1.03996577838475,-0.598867291192523,-1.09532763927387,-0.57236120246929,-0.491449159849922,3,1,1,3,"Low","Moderate"
"3038","Walterboro, SC","SC","Southeast",32.9008371,-80.6750593,40.764378125,0.131,-0.068,1.99458316088184,0.539701687888663,1.19114250832645,1.29750351661932,0.857123082296539,1,4,2,8,"High","High"
"3039","Walthourville, GA","GA","Southeast",31.7722401,-81.617283,59.0031725,-0.182,-0.12,0.938717846658605,0.785068237524339,1.54135748931633,-0.29933448578823,1.46916195770681,1,3,1,3,"Low","Moderate"
"3040","Wanchese, NC","NC","Southeast",35.840187,-75.6416574,133.514824264706,2.394,1.553,-0.327433356476985,-0.397955845613566,-0.655464151601293,-0.131190789051752,1.04310446398225,2,1,4,8,"High","High"
"3041","Wantagh, NY","NY","Northeast",40.6678588,-73.5104645,264.5884622,-0.097,-0.116,-1.21105556774348,-0.834004092245711,-1.09216710403092,-0.321645173581956,-1.49888493081209,3,1,1,3,"Low","Moderate"
"3042","Wareham/West Wareham/Onset, MA","MA","Northeast",41.7610398,-70.701779,266.059428235294,0.016,-0.112,-0.127369221168207,-0.542245767197882,-0.0804674777387398,-0.67527605189221,0.389296222675015,3,1,1,3,"Low","Moderate"
"3043","Waretown, NJ","NJ","Northeast",39.789812,-74.193275,236.274062037037,0.091,-0.012,-1.24316537219499,-0.570933294042109,-0.375025879461919,-0.683512740477335,-0.17702210454964,2,1,2,4,"Medium","Moderate"
"3044","Warm Beach, WA","WA","West Coast",48.1651055,-122.3477006,138.5732325,-0.182,-0.12,-1.08810015535896,-0.8249977932688,-0.53856976381867,0.632198083383021,0.41929223173395,2,1,1,2,"Low","Low"
"3045","Warm Mineral Springs, FL","FL","Southeast",27.0468631,-82.2704212,120.446541875,-0.182,-0.12,-0.742507905169108,-0.494201853464665,-0.826447221608029,4.50112102329728,2.29911674883156,1,3,1,3,"Low","Moderate"
"3046","Warren, ME","ME","Northeast",44.1280105,-69.2438847,330.52806,-0.054,-0.096,0.386074707429557,-0.516030645995348,0.9153427494132,-0.584360030233423,0.979571965385432,4,2,1,8,"High","High"
"3047","Warren, RI","RI","Northeast",41.7251381,-71.2588051,239.899403478261,-0.115,-0.114,-0.202442782143549,-0.646791699047507,-0.0492121590630362,-0.530831383280696,0.272974531873172,2,1,1,2,"Low","Low"
"3048","Warrenton, OR","OR","West Coast",46.1702223,-123.922653,229.145287692308,-0.167,-0.117,-0.0568169005190769,-0.278739262486656,0.249044663313322,-0.803264515087806,0.5313624960992,2,1,1,2,"Low","Low"
"3049","Warrington, FL","FL","Southeast",30.3823996,-87.2940196,134.816525384615,-0.182,-0.12,1.15228211441016,-0.434268485510165,0.800656680974853,0.269279138227906,0.938881954664814,2,3,1,6,"Medium-high","Moderate"
"3050","Warwick, RI","RI","Northeast",41.7007569,-71.4203343,223.041959,0.003,-0.117,-0.412597266571588,-0.623723432460414,-0.501286959338936,-0.511897386413983,0.116802617339314,2,1,1,2,"Low","Low"
"3051","Washington Park, FL","FL","Southeast",26.1306445,-80.1793265,99.7238254861111,-0.182,-0.12,2.28374702177322,1.32464172151031,0.893157538531294,0.983345720730747,0.501695443929663,1,4,1,4,"Medium","Moderate"
"3052","Washington Park, NC","NC","Southeast",35.5328623,-77.0315797,82.9216107142857,-0.182,-0.12,-1.01650786623826,-0.88316035699665,-0.851757006906358,0.148406162840892,-0.262246969052726,1,1,1,1,"Low","Low"
"3053","Washington, ME","ME","Northeast",44.2606394,-69.3915239,318.429602222222,-0.182,-0.12,0.0435134412263029,-1.03960523047679,0.531939313713845,0.171327275463648,0.983040711251575,4,2,1,8,"High","High"
"3054","Washington, NC","NC","Southeast",35.5579793,-77.0542383,82.712965,0.207,-0.084,1.19762359844933,0.38027332603547,0.974078186059079,0.911335083269026,0.767927239223425,1,3,2,6,"Medium-high","Moderate"
"3055","Washington, NJ","NJ","Northeast",39.6841629,-74.5726394,238.224345,-0.132,-0.067,0.30053219782894,-0.649856163363137,-0.399754511931187,-0.614691123195335,0.159964905487274,2,1,1,2,"Low","Low"
"3056","Washington/Turnersville, NJ","NJ","Northeast",39.7484244,-75.0690921,247.168789,-0.182,-0.12,-0.539293384895195,-0.549176501846533,-0.775617750782786,-0.616475220423852,-0.774190689453098,3,1,1,3,"Low","Moderate"
"3057","Wasilla, AK","AK","Alaska",61.5752398,-149.4568398,291.4656,0.975,-0.026,0.330551106754272,-0.208875938082641,0.619042334878492,0.096784035923991,0.365966635264959,4,2,2,16,"High","High"
"3058","Waterboro, ME","ME","Northeast",43.6077226,-70.7371257,315.982918461538,-0.182,-0.12,-0.457446785078812,-1.14290023274395,-0.589630933808736,-0.993499914444556,0.563647812207822,4,1,1,4,"Medium","Moderate"
"3059","Waterbury, CT","CT","Northeast",41.5585001,-73.0366845,292.124611111111,-0.182,-0.12,1.42189438341634,1.049237628398,1.58793116497178,-0.0877810312998661,0.453455867088637,4,3,1,12,"High","High"
"3060","Waterford, CT","CT","Northeast",41.3516858,-72.146834,240.110965,-0.029,-0.113,-0.529492923035287,-0.619165731049212,-0.572892062050252,-0.198476500555969,-0.255748715787675,2,1,1,2,"Low","Low"
"3061","Waterford, NJ","NJ","Northeast",39.7438754,-74.8235937,245.564895666667,-0.182,-0.12,-0.295089021941658,-0.711899248223601,-0.577880531199937,-0.604275710266808,-0.482675511794677,3,1,1,3,"Low","Moderate"
"3062","Watergate, FL","FL","Southeast",26.3358582,-80.2126011,99.8317413194444,-0.182,-0.12,1.2003788666384,0.319606548432574,2.95886076099014,-0.549568478821438,1.71294795622371,1,4,1,4,"Medium","Moderate"
"3063","Watermill, NY","NY","Northeast",40.922393,-72.3507042,257.260555151515,-0.182,-0.12,-0.745050910466635,-0.282780535782976,-0.957185027751334,-0.391733787698313,-2.6589520073136,3,1,1,3,"Low","Moderate"
"3064","Watha, NC","NC","Southeast",34.6518583,-77.9584283,52.237725,-0.182,-0.12,1.09166817755854,-1.10827553963734,-0.382164044144456,-0.0546813584717591,1.53573460428712,1,2,1,2,"Low","Low"
"3065","Watsonville, CA","CA","West Coast",36.9196077,-121.7702498,286.301035263158,-0.178,-0.119,0.596907043284178,2.57903249454386,0.654992854177464,-0.556053463914634,0.217023336922701,4,3,1,12,"High","High"
"3066","Waukeenah, FL","FL","Southeast",30.3954815,-83.9755203,106.7750205,-0.182,-0.12,-0.272244300407364,-0.732345087779989,-1.32696074470487,-2.62612719215889,1.42769355875964,1,1,1,1,"Low","Low"
"3067","Wauna, WA","WA","West Coast",47.3830658,-122.6693849,144.8893,-0.182,-0.12,-0.399376178515782,-0.713299996403736,-0.505620304399046,0.412611243033921,0.40800090141613,2,1,1,2,"Low","Low"
"3068","Waveland, MS","MS","Southeast",30.2942157,-89.3921813,114.326774736842,0.008,-0.087,3.08104165664985,-0.531140599703429,1.41477764808863,-0.0189311848632576,0.801063617333125,1,3,1,3,"Low","Moderate"
"3069","Webster, TX","TX","Southeast",29.5320724,-95.1164775,128.487449333333,-0.182,-0.12,0.537641741058288,0.794222415205596,0.129700798081904,-1.383435424303,0.801853196479978,2,2,1,4,"Medium","Moderate"
"3070","Weehawken, NJ","NJ","Northeast",40.768985,-74.0154055,265.595330333333,-0.182,-0.12,-0.324472576145001,1.1013192728397,0.000988574536387024,-1.48082630030541,-0.42252254964803,3,1,1,3,"Low","Moderate"
"3071","Weeki Wachee Gardens, FL","FL","Southeast",28.5372658,-82.6231152,139.471922142857,-0.182,-0.12,-0.0230347525564226,-0.896073344057531,-0.399167954786147,1.73956758562068,1.12979898121749,2,2,1,4,"Medium","Moderate"
"3072","Wellesley, MA","MA","Northeast",42.3059316,-71.282917,259.153301666667,-0.182,-0.12,-1.18246453784788,-0.454534287026864,-0.98895129067192,-0.0342474470179996,-2.28011584654236,3,1,1,3,"Low","Moderate"
"3073","Wellfleet, MA","MA","Northeast",41.9168051,-70.0271001,313.536688804348,0.66,0.128,-0.481847271219539,-0.922821966659758,-0.567215014572073,0.627265613167376,0.39165056793063,4,1,2,8,"High","High"
"3074","Wellington, FL","FL","Southeast",26.6471144,-80.2743762,94.4703679365079,-0.182,-0.12,-0.555994813232969,0.134083358402173,-0.496139507224883,-0.425985100794209,-0.733069826386625,1,1,1,1,"Low","Low"
"3075","Wells, ME","ME","Northeast",43.311089,-70.6325882,318.11712631579,-0.059,-0.11,-1.02681324343619,-1.0710831062373,-0.936919410886494,0.999766165811241,0.685117936747994,4,1,1,4,"Medium","Moderate"
"3076","Wenham, MA","MA","Northeast",42.6006329,-70.8833029,307.361253684211,-0.182,-0.12,-1.30054557590581,-1.00986358490676,-1.032189813576,0.170952521859611,-0.917542347150708,4,1,1,4,"Medium","Moderate"
"3077","Wenonah, NJ","NJ","Northeast",39.7920009,-75.148216,248.449127142857,-0.182,-0.12,-1.25389115382242,-1.06416309257886,-1.04038327540936,-1.06836731325887,-0.841902707063046,3,1,1,3,"Low","Moderate"
"3078","Wesley Chapel, FL","FL","Southeast",28.2043818,-82.3297553,132.930357666667,-0.178,-0.119,-0.327654320561428,0.226191575190873,-0.567556347256857,-0.99753446230665,0.0201291686539094,2,1,1,2,"Low","Low"
"3079","West Athens, CA","CA","West Coast",33.9234553,-118.3032972,284.26860673913,-0.182,-0.12,1.39573540687402,1.8863723992766,1.42152734826268,-0.388292953377725,0.271311909548303,4,3,1,12,"High","High"
"3080","West Babylon, NY","NY","Northeast",40.7108546,-73.3584019,264.786725344828,-0.132,-0.119,-0.352213128689932,0.14316735850027,-0.481737305516706,-0.260233997105921,-0.913949627846372,3,1,1,3,"Low","Moderate"
"3081","West Bath, ME","ME","Northeast",43.872247,-69.8587405,345.670131428571,-0.149,-0.102,-0.282720698058608,-0.831313934098663,-0.151001874344519,0.220488424405034,0.752538573786925,4,1,1,4,"Medium","Moderate"
"3082","West Bradenton, FL","FL","Southeast",27.5009885,-82.6141947,125.717439444444,-0.182,-0.12,-0.195255597671431,-0.669313271328697,-0.746105844068515,0.26566554286193,-0.0443509172933043,1,1,1,1,"Low","Low"
"3083","West Bridgewater, MA","MA","Northeast",42.0216172,-71.026717,268.4416008,-0.182,-0.12,-0.514149812380309,-0.742757870928863,-0.763766601226208,-0.315158080339878,-0.225814149473606,3,1,1,3,"Low","Moderate"
"3084","West Caldwell, NJ","NJ","Northeast",40.8472337,-74.2944278,277.618966875,-0.182,-0.12,-0.89075660541341,-0.369148598749383,-0.962777667488778,-0.0449585087392962,-1.40384134094882,4,1,1,4,"Medium","Moderate"
"3085","West Cape May, NJ","NJ","Northeast",38.9422264,-74.9390332,227.922608,-0.182,-0.12,-0.573582175711343,0.0679392897545529,0.354346088187017,0.653140330836158,0.00833232594072781,2,2,1,4,"Medium","Moderate"
"3086","West Carson, CA","CA","West Coast",33.8231392,-118.2936849,287.590355,-0.182,-0.12,-0.0443084151513447,1.55669475431499,0.021349455750088,0.0460692927946279,0.110552728625094,4,2,1,8,"High","High"
"3087","West Chatham, MA","MA","Northeast",41.6809782,-69.9925686,291.331192608696,-0.129,-0.093,-0.136547286644657,-0.416941373495798,1.13622683933338,1.34880554665579,-0.291849878262421,4,2,1,8,"High","High"
"3088","West Columbia, TX","TX","Southeast",29.1419256,-95.6494515,122.934935833333,-0.182,-0.12,0.568192432232517,0.568354699283547,0.34489617254131,0.446109809746648,0.844207373205845,1,3,1,3,"Low","Moderate"
"3089","West Covina, CA","CA","West Coast",34.0559412,-117.9099372,267.210482666667,-0.182,-0.12,0.138253913672487,1.60417435360162,-0.217895417572361,-0.372137846266311,-0.401770479883464,3,2,1,6,"Medium-high","Moderate"
"3090","West DeLand, FL","FL","Southeast",29.0162179,-81.3343723,72.9502307692308,-0.182,-0.12,-0.539740026596027,-0.290130653951174,-0.514496715449086,0.159229854136256,0.294116698218384,1,1,1,1,"Low","Low"
"3091","West Dennis, MA","MA","Northeast",41.6667136,-70.1658604,280.065582790698,-0.182,-0.12,-0.404091224813307,-0.86811151223518,0.033977406589597,0.60284337797959,0.501792651235957,4,1,1,4,"Medium","Moderate"
"3092","West Deptford, NJ","NJ","Northeast",39.8419691,-75.1850793,249.689048333333,-0.182,-0.12,-0.309147338926527,-0.639423860194332,-0.58154914062547,-0.509356480408073,-0.0390692989511712,3,1,1,3,"Low","Moderate"
"3093","West Freehold, NJ","NJ","Northeast",40.2309054,-74.2940728,252.848545294118,-0.182,-0.12,-1.04682532155572,-0.458068582123718,-1.00330143291576,-0.646568764867201,-1.24421074375071,3,1,1,3,"Low","Moderate"
"3094","West Greenwich, RI","RI","Northeast",41.6370829,-71.6783607,210.180136470588,-0.182,-0.12,-0.858422876157285,-0.626173871738029,-1.0749479828202,-1.13558137542468,-0.427093143224347,2,1,1,2,"Low","Low"
"3095","West Haven, CT","CT","Northeast",41.2721217,-72.9674977,268.118559444444,-0.182,-0.12,0.434538019931966,0.464047996610161,0.225849104723799,-0.57000449842408,0.148216874483344,3,2,1,6,"Medium-high","Moderate"
"3096","West Hempstead, NY","NY","Northeast",40.6958158,-73.6504545,264.873094318182,-0.182,-0.12,-0.36059962862492,0.299221917836192,-0.649116857485825,-0.230819364606682,-1.31376445722873,3,1,1,3,"Low","Moderate"
"3097","West Hills, NY","NY","Northeast",40.8198636,-73.4338995,265.551287291667,-0.182,-0.12,-1.19118429449554,-0.672122659469566,-1.22564104511503,-0.419475923704645,-2.12310321519622,3,1,1,3,"Low","Moderate"
"3098","West Hollywood, CA","CA","West Coast",34.0882673,-118.3718297,281.253137631579,-0.182,-0.12,-0.393290921363265,-0.313721851577151,0.212137575160068,-1.87582487969104,-0.0789818199794935,4,1,1,4,"Medium","Moderate"
"3099","West Islip, NY","NY","Northeast",40.7099426,-73.2960854,265.821814310345,-0.078,-0.116,-0.758374072702963,-0.719046137592648,-0.683237306812886,-0.64207735027002,-1.32092872772569,3,1,1,3,"Low","Moderate"
"3100","West Kennebunk, ME","ME","Northeast",43.4141873,-70.5809931,332.451902105263,-0.182,-0.12,-1.22203283506591,-0.952248762591982,-1.08771212727453,-0.873588748713369,-0.605531790232389,4,1,1,4,"Medium","Moderate"
"3101","West Lealman, FL","FL","Southeast",27.8199525,-82.7386044,133.947749666667,-0.182,-0.12,0.474227260378542,-0.219474188662581,0.650071847038465,1.15960376019681,1.51990196755871,2,3,1,6,"Medium-high","Moderate"
"3102","West Little River, FL","FL","Southeast",25.8569151,-80.2369997,103.525945714286,-0.182,-0.12,2.01581538120764,2.56849617777226,1.83694243320766,0.375591683114898,0.753271349115632,1,4,1,4,"Medium","Moderate"
"3103","West Long Branch, NJ","NJ","Northeast",40.2879037,-74.0200191,248.073655416667,-0.132,-0.114,-0.582561604036625,-0.856497421185555,-0.968894407199436,-0.0678672033240662,-1.07644416605729,3,1,1,3,"Low","Moderate"
"3104","West Melbourne, FL","FL","Southeast",28.0543184,-80.6614457,83.3087379824561,-0.182,-0.12,-0.465392698346977,-0.112805729114085,-0.0131312644199267,0.378818904821995,0.23061699665922,1,2,1,2,"Low","Low"
"3105","West Menlo Park, CA","CA","West Coast",37.4337899,-122.2034156,278.4861325,-0.182,-0.12,-1.24836675486558,-0.303453607975611,-1.05080437077668,-0.724431905225404,-2.16060772973261,4,1,1,4,"Medium","Moderate"
"3106","West Miami, FL","FL","Southeast",25.7578095,-80.2968737,105.255230666667,-0.182,-0.12,0.249446321063713,3.13061446935855,0.30041471695587,-0.0794887341044549,0.325310867924562,1,3,1,3,"Low","Moderate"
"3107","West Molokai, HI","HI","Pacific Islands",21.1629133,-157.1901883,155.212552777778,-0.105,-0.098,0.4164043135938,0.701778883335652,1.61261909721617,0.578942357295976,0.877758444470086,2,3,1,6,"Medium-high","Moderate"
